Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,1/18/19,Square Inc       Austi      T20091316058    CCD ID: 8800429876,40,ACH_CREDIT,858.39,
DEBIT,1/16/19,UDEMY ONLINE COURSES HTTPSWWW.UDEM CA        01/15,-11.99,DEBIT_CARD,818.39,
DEBIT,1/16/19,PAYPAL *VIPOUTLET 888-792-7372 FL            01/15,-106.99,DEBIT_CARD,830.38,
DEBIT,1/15/19,UDEMY ONLINE COURSES HTTPSWWW.UDEM CA        01/14,-19.98,DEBIT_CARD,937.37,
DEBIT,1/15/19,UDEMY ONLINE COURSES HTTPSWWW.UDEM CA        01/14,-19.98,DEBIT_CARD,957.35,
DEBIT,1/15/19,Amazon.com*MB5OH7PG1 Amzn.com/bill WA        01/15,-23.26,DEBIT_CARD,977.33,
DEBIT,1/15/19,UDEMY ONLINE COURSES HTTPSWWW.UDEM CA        01/14,-98.92,DEBIT_CARD,1000.59,
DEBIT,1/15/19,AMZN Mktp US*MB0FL2P Amzn.com/bill WA        01/14,-22.95,DEBIT_CARD,1099.51,
DEBIT,1/14/19,VENMO            PAYMENT    1662517347      WEB ID: 3264681992,-305,ACH_DEBIT,1122.46,
DEBIT,1/14/19,WALGREENS STORE 1300 W TERRE HAUTE IN632752  01/13,-21.76,DEBIT_CARD,1427.46,
DEBIT,1/14/19,AMZN Mktp US*MB4S010 Amzn.com/bill WA        01/14,-26.99,DEBIT_CARD,1449.22,
DEBIT,1/14/19,PAYPAL *TithesHOLDFA 402-935-7733 CA          01/13,-161.03,DEBIT_CARD,1476.21,
DEBIT,1/14/19,TACO TEQUILAS TERRE HAUTE IN 01/11,-9.62,DEBIT_CARD,1637.24,
DEBIT,1/14/19,SQ *EMPIRE BARBERSHOP TERRE HAUTE IN         01/11,-24.15,DEBIT_CARD,1646.86,
CREDIT,1/14/19,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7846048558,23.36,QUICKPAY_CREDIT,1671.01,
DEBIT,1/11/19,UAP-ISU STUDENT HEALTH TERRE HAUTE IN        01/10,-53.56,DEBIT_CARD,1647.65,
CREDIT,1/11/19,Square Inc       Austi      T20089912152    CCD ID: 8800429876,80,ACH_CREDIT,1701.21,
CREDIT,1/11/19,ISU PAYROLL,213.57,ACH_CREDIT,1621.21,
CREDIT,1/9/19,INDIANA STATE UN INVOICE    PPD ID: 1356001670,1411,ACH_CREDIT,1407.64,
DEBIT,1/2/19,GREYHOUND LINES CNP 214-849-8966 TX          12/31,-55.5,DEBIT_CARD,-3.36,
DEBIT,12/31/18,Amazon Prime Amzn.com/bill WA12/31,-6.49,DEBIT_CARD,52.14,
DEBIT,12/31/18,Prime Video*M20GN3WA0 888-802-3080 WA        12/30,-3.99,DEBIT_CARD,58.63,
DEBIT,12/31/18,MARCOS PIZZA - 3566 - 812-233-8989 IN        12/30,-28.32,DEBIT_CARD,62.62,
DEBIT,12/31/18,TACO TEQUILAS TERRE HAUTE IN 12/29,-10.69,DEBIT_CARD,90.94,
DEBIT,12/28/18,TACO TEQUILAS TERRE HAUTE IN 12/27,-10.69,DEBIT_CARD,101.63,
CREDIT,12/28/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7792748788,20,QUICKPAY_CREDIT,112.32,
DEBIT,12/26/18,DENNY'S #6452 TERRE HAUTE IN         568068  12/26,-11.46,DEBIT_CARD,92.32,
DEBIT,12/26/18,QuickPay with Zelle payment to Ramon 7785786053,-20,QUICKPAY_DEBIT,103.78,
DEBIT,12/26/18,PIZZA HUT 028570 TERRE HAUTE IN              12/24,-17.55,DEBIT_CARD,123.78,
CREDIT,12/26/18,Square Inc       Austi      T20086706516    CCD ID: 8800429876,35,ACH_CREDIT,141.33,
DEBIT,12/24/18,AFFINITY STORE (SERIF) NOTTINGHAM            12/23,-39.99,DEBIT_CARD,106.33,
DEBIT,12/24/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          12/23,-12.76,DEBIT_CARD,146.32,
CREDIT,12/24/18,"QuickPay with Zelle payment from CASTRO, CROSBY BAC0d795ed6b",50,PARTNERFI_TO_CHASE,159.08,
DEBIT,12/21/18,TAL INDIANAPOLIS MERRIAM KS  12/20,-1.35,DEBIT_CARD,109.08,
DEBIT,12/21/18,Amazon.com*M28O96H51 Amzn.com/bill WA        12/20,-149.79,DEBIT_CARD,110.43,
CREDIT,12/21/18,ISU PAYROLL,77.59,ACH_CREDIT,260.22,
DEBIT,12/20/18,NON-CHASE ATM FEE-INQ,-2.5,FEE_TRANSACTION,182.63,
DEBIT,12/19/18,AMZN Mktp US*M23FI40 Amzn.com/bill WA        12/19,-1.97,DEBIT_CARD,185.13,
CREDIT,12/19/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7770816004,150,QUICKPAY_CREDIT,187.1,
DEBIT,12/18/18,TAL INDIANAPOLIS MERRIAM KS  12/17,-1.35,DEBIT_CARD,37.1,
DEBIT,12/18/18,AMZN Mktp US Amzn.com/bill WA12/17,28.99,DEBIT_CARD,38.45,
DEBIT,12/17/18,VENMO 855-812-4430 NY        12/15,-10,DEBIT_CARD,9.46,
DEBIT,12/17/18,VENMO* Visa Direct NY        12/14,-90,DEBIT_CARD,19.46,
DEBIT,12/14/18,DOLLAR TREE TERRE HAUTE IN           064053  12/14,-9.63,DEBIT_CARD,109.46,
DEBIT,12/14/18,ALDI 44065 TERRE HAUTE IN            484071  12/14,-36.32,DEBIT_CARD,119.09,
DEBIT,12/14/18,WM SUPERCENTER # TERRE HAUTE IN      049134  12/14,-75.73,DEBIT_CARD,155.41,
DEBIT,12/14/18,TACO TEQUILAS TERRE HAUTE IN 12/13,-9.62,DEBIT_CARD,231.14,
CREDIT,12/14/18,ISU PAYROLL,229.57,ACH_CREDIT,240.76,
DEBIT,12/13/18,Taco Bell Fast Food,-0.39,DEBIT_CARD,11.19,
DEBIT,12/11/18,ISU BURGER KIN23023617 TERRE HAUTE IN        12/10,-2.69,DEBIT_CARD,11.58,
DEBIT,12/11/18,ISU LIB COFF  23058878 TERRE HAUTE IN        12/10,-3.69,DEBIT_CARD,14.27,
DEBIT,12/10/18,ISU LIB COFF  23058878 TERRE HAUTE IN        12/09,-0.39,DEBIT_CARD,17.96,
DEBIT,12/10/18,ISU LIB COFF  23058878 TERRE HAUTE IN        12/09,-7.38,DEBIT_CARD,18.35,
DEBIT,12/10/18,Isu Cupboard      12/08,-2.47,DEBIT_CARD,25.73,
DEBIT,12/10/18,Taco Bell Fast Food,-5,DEBIT_CARD,28.2,
DEBIT,12/7/18,Isu Cupboard      12/06,-4.95,DEBIT_CARD,33.2,
DEBIT,12/7/18,AMZN Mktp US*M03SS48 Amzn.com/bill WA        12/07,-32.99,DEBIT_CARD,38.15,
CREDIT,12/6/18,Square Inc       Austi      T20082960942    CCD ID: 8800429876,70,ACH_CREDIT,71.14,
DEBIT,12/5/18,DENNY'S #6452 TERRE HAUTE IN         806699  12/05,-4.63,DEBIT_CARD,1.14,
DEBIT,12/5/18,AMZN Mktp US*M05PM5H Amzn.com/bill WA        12/05,-57.98,DEBIT_CARD,5.77,
DEBIT,12/3/18,REFRESHMENT SERVICES I SPRINGFIELD IL        12/02,-1.5,DEBIT_CARD,63.75,
DEBIT,12/3/18,REFRESHMENT SERVICES I SPRINGFIELD IL        12/02,-1.5,DEBIT_CARD,65.25,
DEBIT,12/3/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          12/02,-11,DEBIT_CARD,66.75,
CREDIT,12/3/18,Square Inc       Austi      T20081692989    CCD ID: 8800429876,30,ACH_CREDIT,77.75,
DEBIT,11/30/18,Amazon Prime Amzn.com/bill WA11/30,-6.49,DEBIT_CARD,47.75,
DEBIT,11/30/18,VENMO* Visa Direct NY        11/30,-210,DEBIT_CARD,54.24,
CREDIT,11/30/18,ISU PAYROLL,109.84,ACH_CREDIT,264.24,
CREDIT,11/28/18,Square Inc       Austi      T20081006298    CCD ID: 8800429876,40,ACH_CREDIT,154.4,
DEBIT,11/27/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          11/27,-30,DEBIT_CARD,114.4,
CREDIT,11/27/18,QuickPay with Zelle payment from ZAVION T BROWN 7700503924,100,QUICKPAY_CREDIT,144.4,
DEBIT,11/26/18,WENDYS TERRE HAUTE-WAL TERRE HAUTE IN        11/25,-4.32,DEBIT_CARD,44.4,
DEBIT,11/26/18,AMZN Mktp US*M07G20Z Amzn.com/bill WA        11/23,-36.99,DEBIT_CARD,48.72,
DEBIT,11/21/18,QuickPay with Zelle payment to Jairus Stevens 7685063962,-50,QUICKPAY_DEBIT,85.71,
DEBIT,11/20/18,VENMO 855-812-4430 NY        11/19,-70,DEBIT_CARD,135.71,
DEBIT,11/19/18,AMZN Mktp US*M87N71Y Amzn.com/bill WA        11/18,-285.84,DEBIT_CARD,205.71,
DEBIT,11/19/18,Amazon.com*M84TI2W11 Amzn.com/bill WA        11/18,-52.57,DEBIT_CARD,491.55,
DEBIT,11/19/18,NATIONAL SOCIETY OF B 703-837-9906 VA        11/16,-15,DEBIT_CARD,544.12,
DEBIT,11/19/18,SHIRTMAX 402-935-7733 GA     11/17,182.1,DEBIT_CARD,559.12,
DEBIT,11/16/18,TAL INDIANAPOLIS MERRIAM KS  11/15,-1.35,DEBIT_CARD,377.02,
DEBIT,11/16/18,VENMO*Castro Austin NEW YORK CITY NY 865071  11/16,39.6,DEBIT_CARD,378.37,
CREDIT,11/16/18,ISU PAYROLL,260.01,ACH_CREDIT,338.77,
DEBIT,11/15/18,ISU LIB COFF  23058878 TERRE HAUTE IN        11/14,-7.38,DEBIT_CARD,78.76,
DEBIT,11/14/18,SQC*MAHOGANY HARTS 8774174551 CA             11/13,-45,DEBIT_CARD,86.14,
DEBIT,11/14/18,SQC*NSBE 8774174551 CA       11/13,-5,DEBIT_CARD,131.14,
DEBIT,11/14/18,TAL INDIANAPOLIS MERRIAM KS  11/13,-1.35,DEBIT_CARD,136.14,
DEBIT,11/13/18,SILVER MOUNTAIN GRAPH 502-498-4455 KY        11/08,-194.06,DEBIT_CARD,137.49,
CREDIT,11/13/18,Square Inc       Austi      T20077562518    CCD ID: 8800429876,80,ACH_CREDIT,331.55,
DEBIT,11/13/18,AMZN Mktp US Amzn.com/bill WA11/09,21.38,DEBIT_CARD,251.55,
DEBIT,11/13/18,AMZN Mktp US Amzn.com/bill WA11/11,29.99,DEBIT_CARD,230.17,
DEBIT,11/9/18,WM SUPERCENTER # TERRE HAUTE IN      064370  11/09,-47.09,DEBIT_CARD,200.18,
DEBIT,11/9/18,ISU LIB COFF  23058878 TERRE HAUTE IN        11/08,-3.69,DEBIT_CARD,247.27,
DEBIT,11/8/18,QuickPay with Zelle payment to Zavion Brown 7648726601,-13,QUICKPAY_DEBIT,250.96,
DEBIT,11/8/18,TAL INDIANAPOLIS MERRIAM KS  11/06,-1.35,DEBIT_CARD,263.96,
DEBIT,11/7/18,Isu Cupboard      11/06,-4.95,DEBIT_CARD,265.31,
DEBIT,11/7/18,ISU LIB COFF  23058878 TERRE HAUTE IN        11/06,-3.69,DEBIT_CARD,270.26,
DEBIT,11/7/18,AMZN Mktp US*M873D4B Amzn.com/bill WA        11/07,-28.99,DEBIT_CARD,273.95,
CREDIT,11/7/18,Square Inc       Austi      T20076953379    CCD ID: 8800429876,15,ACH_CREDIT,302.94,
DEBIT,11/6/18,QuickPay with Zelle payment to Zavion Brown 7643225040,-4,QUICKPAY_DEBIT,287.94,
DEBIT,11/6/18,SHIRTMAX 402-935-7733 GA     11/05,-182.1,DEBIT_CARD,291.94,
CREDIT,11/6/18,Square Inc       Austi      T20076761816    CCD ID: 8800429876,60,ACH_CREDIT,474.04,
DEBIT,11/6/18,VENMO*Castro Austin NEW YORK CITY NY 879429  11/06,99.75,DEBIT_CARD,414.04,
DEBIT,11/5/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          11/05,-31.1,DEBIT_CARD,314.29,
DEBIT,11/2/18,ISU LIB COFF  23058878 TERRE HAUTE IN        11/01,-3.29,DEBIT_CARD,345.39,
CREDIT,11/2/18,ISU PAYROLL,241.28,ACH_CREDIT,348.68,
DEBIT,11/1/18,Isu Cupboard      11/01,-2.47,DEBIT_CARD,107.4,
DEBIT,11/1/18,TAL INDIANAPOLIS MERRIAM KS  10/31,-1.35,DEBIT_CARD,109.87,
DEBIT,11/1/18,AMZN Mktp US*M87CU9G Amzn.com/bill WA        10/31,-17.99,DEBIT_CARD,111.22,
DEBIT,10/31/18,Amazon Prime Amzn.com/bill WA10/31,-6.49,DEBIT_CARD,129.21,
DEBIT,10/31/18,TAL INDIANAPOLIS MERRIAM KS  10/30,-1.35,DEBIT_CARD,135.7,
DEBIT,10/30/18,Isu Cupboard      10/30,-1.89,DEBIT_CARD,137.05,
DEBIT,10/30/18,AMZN Mktp US*M80B871 Amzn.com/bill WA        10/30,-75.21,DEBIT_CARD,138.94,
DEBIT,10/29/18,ISU LIB COFF  23058878 TERRE HAUTE IN        10/28,-3.69,DEBIT_CARD,214.15,
DEBIT,10/29/18,AMZN Mktp US*M897A2E Amzn.com/bill WA        10/28,-24.99,DEBIT_CARD,217.84,
DEBIT,10/29/18,VENMO* Visa Direct NY        10/27,-150,DEBIT_CARD,242.83,
DEBIT,10/26/18,AMZN Mktp US*M885Y1T Amzn.com/bill WA        10/25,-21.38,DEBIT_CARD,392.83,
DEBIT,10/26/18,AMZN Mktp US*M85KS1T Amzn.com/bill WA        10/25,-21.94,DEBIT_CARD,414.21,
DEBIT,10/25/18,ISU STALKER HA23058886 TERRE HAUTE IN        10/24,-1.49,DEBIT_CARD,436.15,
DEBIT,10/25/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          10/24,-100,DEBIT_CARD,437.64,
DEBIT,10/25/18,VENMO*Castro Austin NEW YORK CITY NY 832096  10/25,99.75,DEBIT_CARD,537.64,
DEBIT,10/24/18,ISU LIB COFF  23058878 TERRE HAUTE IN        10/23,-3.69,DEBIT_CARD,437.89,
DEBIT,10/23/18,SHELL Service Station TERRE HAUTE IN 267655  10/23,-3.21,DEBIT_CARD,441.58,
DEBIT,10/23/18,TAL INDIANAPOLIS MERRIAM KS  10/22,-1.35,DEBIT_CARD,444.79,
DEBIT,10/22/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          10/20,-38,DEBIT_CARD,446.14,
DEBIT,10/22/18,RMS - ISU TERRE HAUTE IN     10/19,-6.14,DEBIT_CARD,484.14,
CREDIT,10/19/18,ISU PAYROLL,272.49,ACH_CREDIT,490.28,
CREDIT,10/18/18,Square Inc       Austi      T20072922576    CCD ID: 8800429876,25,ACH_CREDIT,217.79,
CREDIT,10/18/18,APPLE PAY CASH   TRANSFER   4EKNE82ANRTHT3O WEB ID: 6192912998,35,ACH_CREDIT,192.79,
DEBIT,10/17/18,ISU LIB COFF  23058878 TERRE HAUTE IN        10/16,-5.98,DEBIT_CARD,157.79,
DEBIT,10/15/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          10/15,-10,DEBIT_CARD,163.77,
DEBIT,10/15/18,AMZN Mktp US*MT6H07I Amzn.com/bill WA        10/15,-35.99,DEBIT_CARD,173.77,
DEBIT,10/15/18,RMS - ISU TERRE HAUTE IN     10/12,-6.14,DEBIT_CARD,209.76,
CREDIT,10/15/18,Square Inc       Austi      T20072186833    CCD ID: 8800429876,40,ACH_CREDIT,215.9,
DEBIT,10/11/18,AMZN Mktp US*MT7Q727 Amzn.com/bill WA        10/11,-18.99,DEBIT_CARD,175.9,
CREDIT,10/11/18,Square Inc       Austi      T20071479329    CCD ID: 8800429876,65,ACH_CREDIT,194.89,
DEBIT,10/9/18,WAL-MART #1310 TERRE HAUTE IN        327419  10/08,-39.52,DEBIT_CARD,129.89,
DEBIT,10/9/18,ISU LIB COFF  23058878 TERRE HAUTE IN        10/08,-2.72,DEBIT_CARD,169.41,
DEBIT,10/9/18,AMZN Mktp US*MT59T8S Amzn.com/bill WA        10/08,-21.95,DEBIT_CARD,172.13,
DEBIT,10/9/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          10/07,-20,DEBIT_CARD,194.08,
DEBIT,10/9/18,AMZN Mktp US*MT25N2S Amzn.com/bill WA        10/06,-14.65,DEBIT_CARD,214.08,
DEBIT,10/9/18,AMZN Mktp US*MT9RF5D Amzn.com/bill WA        10/05,-19.83,DEBIT_CARD,228.73,
DEBIT,10/9/18,AMZN Mktp US*MT22Z47 Amzn.com/bill WA        10/06,-15.85,DEBIT_CARD,248.56,
CREDIT,10/5/18,ISU PAYROLL,190.7,ACH_CREDIT,264.41,
DEBIT,10/4/18,AMZN Mktp US*MT2O10Q Amzn.com/bill WA        10/04,-9.99,DEBIT_CARD,73.71,
DEBIT,10/3/18,DENNY'S #6452 TERRE HAUTE IN         251330  10/02,-8.63,DEBIT_CARD,83.7,
DEBIT,10/3/18,AMZN Mktp US*MT77T38 Amzn.com/bill WA        10/03,-34.99,DEBIT_CARD,92.33,
DEBIT,10/3/18,AMZN Mktp US*MT7O26Q Amzn.com/bill WA        10/03,-14.95,DEBIT_CARD,127.32,
DEBIT,10/3/18,Fast Food MCF11572 TERRE HAUTE IN             10/02,-5.61,DEBIT_CARD,142.27,
DEBIT,10/3/18,AMZN Mktp US Amzn.com/bill WA10/03,22.99,DEBIT_CARD,147.88,
DEBIT,10/3/18,AMZN Mktp US Amzn.com/bill WA10/03,35.99,DEBIT_CARD,124.89,
DEBIT,10/2/18,PARCHMENT - UNIV DOCS 480-719-1646 AZ        10/02,-10,DEBIT_CARD,88.9,
DEBIT,10/2/18,SQC*NOAH COLLINSWOR 8774174551 CA            10/01,-10,DEBIT_CARD,98.9,
DEBIT,10/2/18,AMZN Mktp US*MT1984B Amzn.com/bill WA        10/02,-18.99,DEBIT_CARD,108.9,
DEBIT,10/2/18,RMS - ISU TERRE HAUTE IN     10/01,-6.14,DEBIT_CARD,127.89,
DEBIT,10/1/18,Amazon Prime Amzn.com/bill WA09/30,-6.49,DEBIT_CARD,134.03,
DEBIT,10/1/18,CVS/PHARMACY #06 06684 TERRE HAUTE IN646351  10/01,-12.25,DEBIT_CARD,140.52,
CREDIT,10/1/18,Square Inc       Austi      T20068897916    CCD ID: 8800429876,40,ACH_CREDIT,152.77,
DEBIT,9/28/18,AMZN Mktp US*MT7YJ0V Amzn.com/bill WA        09/28,-28.99,DEBIT_CARD,112.77,
DEBIT,9/27/18,Amazon.com*MT8471PE0 Amzn.com/bill WA        09/26,-80.73,DEBIT_CARD,141.76,
DEBIT,9/26/18,VISIONWORKS 864 HIGHLAND IN  09/25,-248.36,DEBIT_CARD,222.49,
DEBIT,9/25/18,CVS/PHARMACY #06 06684 TERRE HAUTE IN902366  09/25,-15.33,DEBIT_CARD,470.85,
DEBIT,9/25/18,AMZN Mktp US*MT9KK7A Amzn.com/bill WA        09/25,-13.94,DEBIT_CARD,486.18,
DEBIT,9/25/18,AMZN Mktp US*MT6WM6A Amzn.com/bill WA        09/24,-22.99,DEBIT_CARD,500.12,
DEBIT,9/25/18,AMZN Mktp US*MT2A73A Amzn.com/bill WA        09/24,-22.99,DEBIT_CARD,523.11,
CREDIT,9/25/18,Square Inc       Austi      T20068061490    CCD ID: 8800429876,168,ACH_CREDIT,546.1,
DEBIT,9/24/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          09/24,-100,DEBIT_CARD,378.1,
DEBIT,9/24/18,AMZN Mktp US*MT6ZH7A Amzn.com/bill WA        09/24,-35.99,DEBIT_CARD,478.1,
DEBIT,9/24/18,AMZN Mktp US*MT3XA30 Amzn.com/bill WA        09/24,-35.99,DEBIT_CARD,514.09,
DEBIT,9/24/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          09/23,-22.1,DEBIT_CARD,550.08,
CREDIT,9/21/18,ISU PAYROLL,143.31,ACH_CREDIT,572.18,
CREDIT,9/21/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7506432490,200,QUICKPAY_CREDIT,428.87,
DEBIT,9/19/18,QuickPay with Zelle payment to Ramon 7500530852,-20,QUICKPAY_DEBIT,228.87,
DEBIT,9/19/18,QuickPay with Zelle payment to Ramon 7500523101,-180,QUICKPAY_DEBIT,248.87,
DEBIT,9/19/18,AWL*PEARSON EDUCATION PRSONCS.COM NJ         09/19,-41.72,DEBIT_CARD,428.87,
DEBIT,9/18/18,AMZN Mktp US*MT6UB7Z Amzn.com/bill WA        09/18,-5.18,DEBIT_CARD,470.59,
DEBIT,9/17/18,WAL-MART #1310 TERRE HAUTE IN        548171  09/16,-3.79,DEBIT_CARD,475.77,
DEBIT,9/17/18,AFFINITY STORE (SERIF) NOTTINGHAM            09/16,-49.99,DEBIT_CARD,479.56,
DEBIT,9/17/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          09/16,-20,DEBIT_CARD,529.55,
DEBIT,9/13/18,Amazon.com*MT0YB3451 Amzn.com/bill WA        09/13,-14.25,DEBIT_CARD,549.55,
DEBIT,9/13/18,AMZN Mktp US*MT9649L Amzn.com/bill WA        09/13,-10.96,DEBIT_CARD,563.8,
DEBIT,9/11/18,ETRADESUPPL 402-935-7733 MI  09/11,-167.4,DEBIT_CARD,574.76,
DEBIT,9/10/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          09/08,-33.1,DEBIT_CARD,742.16,
CREDIT,9/10/18,Square Inc       Austi      T20065294281    CCD ID: 8800429876,5,ACH_CREDIT,775.26,
CREDIT,9/10/18,Square Inc       Austi      T20064822841    CCD ID: 8800429876,80,ACH_CREDIT,770.26,
CREDIT,9/10/18,Square Inc       Austi      T20065280102    CCD ID: 8800429876,123,ACH_CREDIT,690.26,
DEBIT,9/7/18,INDIANASUVBKSTORE #52 812-237-3500 IN        09/06,-181.85,DEBIT_CARD,567.26,
CREDIT,9/7/18,ISU PAYROLL,171.35,ACH_CREDIT,749.11,
DEBIT,9/6/18,SQC*TRISTIAN 8774174551 CA   09/05,-20,DEBIT_CARD,577.76,
DEBIT,9/4/18,WAL Wal-Mart Super 251 TERRE HAUTE IN814836  09/04,-46.07,DEBIT_CARD,597.76,
DEBIT,9/4/18,CHAVAS MEXICAN GRILL TERRE HAUTE IN          09/03,-9.62,DEBIT_CARD,643.83,
DEBIT,9/4/18,ETRADESUPPL 402-935-7733 MI  09/03,-162.88,DEBIT_CARD,653.45,
DEBIT,9/4/18,AMZN Mktp US Amzn.com/bill WA09/04,-22.75,DEBIT_CARD,816.33,
DEBIT,9/4/18,Amazon.com Amzn.com/bill WA  09/02,-13,DEBIT_CARD,839.08,
DEBIT,9/4/18,Amazon.com Amzn.com/bill WA  09/02,-51.35,DEBIT_CARD,852.08,
DEBIT,9/4/18,ISRAEL GOD 402-935-7733 IL   09/02,-42.66,DEBIT_CARD,903.43,
DEBIT,9/4/18,VISTAPR*VistaPrint.com 866-8936743 MA        09/02,-11.73,DEBIT_CARD,946.09,
DEBIT,9/4/18,Fast Food MCF11572 TERRE HAUTE IN             09/01,-7,DEBIT_CARD,957.82,
DEBIT,9/4/18,BKST-INDIANA-S-UV #524 TERRE HAUTE IN        08/31,-85.65,DEBIT_CARD,964.82,
DEBIT,9/4/18,APPLE PAY - SENT MONE 877-233-8552 CA        08/31,-60,DEBIT_CARD,1050.47,
DEBIT,9/4/18,BKST-INDIANA-S-UV #524 TERRE HAUTE IN        08/31,85.65,DEBIT_CARD,1110.47,
DEBIT,8/31/18,Amazon Prime Amzn.com/bill WA08/31,-6.49,DEBIT_CARD,1024.82,
DEBIT,8/31/18,QuickPay with Zelle payment to Sarita Stevens 7445578308,-360,QUICKPAY_DEBIT,1031.31,
CREDIT,8/31/18,INDIANA STATE UN INVOICE    PPD ID: 1356001670,1382.18,ACH_CREDIT,1391.31,
DEBIT,8/27/18,CELLULAR REPAIR SCHOOL 855-3381277 AZ        08/26,-7,DEBIT_CARD,9.13,
DEBIT,8/27/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          08/26,-7,DEBIT_CARD,16.13,
DEBIT,8/27/18,AMZN Mktp US Amzn.com/bill WA08/26,-33.99,DEBIT_CARD,23.13,
CREDIT,8/24/18,QuickPay with Zelle payment from DANIELLE S LEWIS 7429510109,70,QUICKPAY_CREDIT,57.12,
DEBIT,8/23/18,AMZN Mktp US Amzn.com/bill WA08/22,12,DEBIT_CARD,-12.88,
DEBIT,8/20/18,SHARKS FISH AND CHICK MERRILLVILLE IN        08/17,-8.55,DEBIT_CARD,-24.88,
DEBIT,8/20/18,DUNKIN #301651 Q35 MERRILLVILLE IN           08/17,-3.01,DEBIT_CARD,-16.33,
DEBIT,8/20/18,POPS ITALIAN BEEF SA 219-6639801 IN          08/16,-17.82,DEBIT_CARD,-13.32,
DEBIT,8/20/18,AMZN Mktp US Amzn.com/bill WA08/19,-27.39,DEBIT_CARD,4.5,
DEBIT,8/16/18,DOLLAR GENERAL # MERRILLVILLE IN     000628  08/16,-1.07,DEBIT_CARD,31.89,
DEBIT,8/16/18,MEIJER # 165 611 W LI MERRILLVILLE IN759357  08/16,-13.43,DEBIT_CARD,32.96,
CREDIT,8/15/18,Square Inc       Austi      T20060305449    CCD ID: 8800429876,10,ACH_CREDIT,46.39,
DEBIT,8/13/18,AMZN Mktp US Amzn.com/bill WA08/12,-27.99,DEBIT_CARD,36.39,
DEBIT,8/10/18,Microsoft *Xbox msbill.info WA               08/10,-16.04,DEBIT_CARD,64.38,
DEBIT,8/10/18,AMZN Mktp US Amzn.com/bill WA08/09,-9.99,DEBIT_CARD,80.42,
DEBIT,8/10/18,AMZN Mktp US Amzn.com/bill WA08/09,-6.89,DEBIT_CARD,90.41,
CREDIT,8/10/18,QuickPay with Zelle payment from SARITA A STEVENS 7390676938,75,QUICKPAY_CREDIT,97.3,
CREDIT,8/9/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7385562777,10,QUICKPAY_CREDIT,22.3,
DEBIT,8/8/18,AMZN Mktp US Amzn.com/bill WA08/07,-8.95,DEBIT_CARD,12.3,
DEBIT,8/7/18,AMZN Mktp US Amzn.com/bill WA08/07,-34.99,DEBIT_CARD,21.25,
CREDIT,8/7/18,Square Inc       Austi      T20058876850    CCD ID: 8800429876,20,ACH_CREDIT,56.24,
DEBIT,8/6/18,AMZN Mktp US Amzn.com/bill WA08/06,-16.2,DEBIT_CARD,36.24,
DEBIT,8/6/18,STARDUST BOWL II MERRILLVILLE IN             08/04,-4.5,DEBIT_CARD,52.44,
DEBIT,8/6/18,STARDUST BOWL II MERRILLVILLE IN             08/04,-4.5,DEBIT_CARD,56.94,
DEBIT,8/6/18,STARDUST BOWL II MERRILLVILLE IN             08/04,-8.23,DEBIT_CARD,61.44,
CREDIT,8/6/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7375298800,5,QUICKPAY_CREDIT,69.67,
CREDIT,8/6/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7375671211,8.95,QUICKPAY_CREDIT,64.67,
CREDIT,8/6/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7375664908,15,QUICKPAY_CREDIT,55.72,
DEBIT,8/3/18,AMZN Mktp US Amzn.com/bill WA08/02,36.99,DEBIT_CARD,40.72,
DEBIT,8/2/18,FIXEZ.COM 866-233-6460 NV    08/01,-89.05,DEBIT_CARD,3.73,
DEBIT,8/1/18,PAYPAL *DORIANBURNS 402-935-7733 CA          07/31,-130,DEBIT_CARD,92.78,
DEBIT,8/1/18,AMZN Mktp US Amzn.com/bill WA07/31,-36.99,DEBIT_CARD,222.78,
DEBIT,8/1/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          07/30,-6,DEBIT_CARD,259.77,
DEBIT,7/31/18,AmazonPrime Membersh amzn.com/prme WA        07/31,-6.49,DEBIT_CARD,265.77,
